"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
4244,"11/26/2015 9:51:18","11/26/2015 9:58:31",1269101,"1079194331",1,1,1,"SD","57469",725,"Sioux Falls (Mitchell), SD","55",55,2,0.30256,"Married",0,0,"College Graduate","3) $50,000 but less than $75,000","Male","caucasian/white","South Dakota","","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","August, 1, FRIENDS","August, 4, FRIENDS","","","","",1,"August","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun","Family fun, and 0","Black Hills, and Southeast SD","Other, and Spearfish","Good","500, and 150, and 0, and 100, and 0, and 150, and 0","You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You have never done it and probably never will, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You have never done it and probably never will"
4610,"12/3/2015 13:53:22","12/3/2015 14:05:18",1269101,"1271484042",1,1,1,"SD","57793",764,"Rapid City, SD","28",74,2,0.30256,"Married",5,0,"Some College/Technical School","2) $35,000 but less than $50,000","Male","caucasian/white","South Dakota, and Wyoming","Wyoming","Not Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Very Likely","July, 1, FAMILY","September, 1, FAMILY","","","","",1,"July","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","None of These","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Casinos, and Fishing, and Scenic Byways/Drives, and Native American Culture","Fishing, and Scenic Byways/Drives, and 0","Southeast SD","","Very Good","100, and 60, and 10, and 20, and 0, and 70, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Often, and Occasionally when you have an opportunity, and Often, and Often, and You've done it, but it was over a year ago"
1386,"11/23/2015 19:39:47","11/23/2015 19:47:47",1269101,"EPOCZKF5CBHSC5L481",2,2,2,"SD","57106",725,"Sioux Falls (Mitchell), SD","22",35,3,0.30256,"Single/never married",0,1,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","Minnesota, and North Dakota, and South Dakota","Minnesota","Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Not Likely","February, 1, FAMILY","November, 1, FAMILY","","","","",1,"February","FAMILY","South Dakota was one of several places I decided to visit on this trip","No Other","Less Than 1 Month In Advance","None of These","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Casinos","1","Black Hills","Rapid City","Very Good","90, and 100, and 100, and 50, and 0, and 60, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You have never done it and probably never will"
4331,"11/29/2015 8:42:20","11/29/2015 8:54:31",1269101,"1294446153",1,1,1,"SD","57580",725,"Sioux Falls (Mitchell), SD","55",69,1,0.30256,"Widowed",1,NA,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","Nebraska, and South Dakota","Nebraska, and South Dakota","Somewhat Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely, and Somewhat Likely","April, 1, FRIENDS","","","","","",1,"April","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","With Friends or Family","Family fun, and History/Old West","Family fun, and 0","Southeast SD","","Very Good","0, and 75, and 50, and 50, and 0, and 100, and 50","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
6,"11/18/2015 17:03:08","11/18/2015 17:05:21",1269101,"EPOCVL7VHQ5Q4VZ483",2,2,1,"SD","57401",725,"Sioux Falls (Mitchell), SD","41",30,2,0.30256,"Divorced/separated",4,0,"College Graduate","4) $75,000 but less than $100,000","Female","latino/hispanic","Minnesota, and Montana, and South Dakota","Minnesota, and Montana, and South Dakota","Somewhat Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Somewhat Likely","March, 1, FAMILY","","","","","",1,"March","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Talked to Friends and Family, and Contacted Individual Chamber of Commerce to Request Information","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Arts and Culture, and Motorcycling, and Water Recreation","Motorcycling, and 0","Black Hills","Deadwood","Good","500, and 100, and 100, and 100, and 100, and 100, and 100","You've done it, but it was over a year ago, and Often, and Every Chance You Get, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You have never done it and probably never will, and You've done it, but it was over a year ago"
2596,"11/24/2015 14:06:47","11/24/2015 14:14:39",1269101,"1262781135",1,1,1,"SD","57745",764,"Rapid City, SD","28",32,2,0.30256,"Married",6,0,"Some College/Technical School","1) Less than $35,000","Female","mixed","Minnesota, and Nebraska, and South Dakota, and Wyoming","South Dakota","Not Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely","October, 1, FAMILY","","","","","",1,"October","FAMILY","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Contacted Individual Attraction or Event to Request Information","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Arts and Culture, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Culinary/Brewery/Wine, and Scenic Byways/Drives","History/Old West, and 0","Black Hills, and Missouri River","Rapid City, and Hill City, and Badlands, and Minutemen, and Missouri River, and Als Oasis, and Pioneer Auto","Very Good","60, and 60, and 20, and 10, and 0, and 50, and 15","Occasionally when you have an opportunity, and You have never done it and probably never will, and Every Chance You Get, and You've done it, but it was over a year ago, and Often, and Every Chance You Get, and Often, and You have NOT done it, but would like to try sometime"
2164,"11/24/2015 8:33:13","11/24/2015 8:41:16",1269101,"EPOCZVMYCNRPSQL483",2,2,1,"SD","57103",725,"Sioux Falls (Mitchell), SD","27",33,2,0.30256,"Married",2,0,"College Graduate","3) $50,000 but less than $75,000","Male","caucasian/white","Minnesota, and South Dakota, and Wyoming","South Dakota, and Wyoming","Somewhat Likely, and Very Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Very Likely","September, 1, FAMILY","","","","","",1,"September","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Arts and Culture, and Outdoor Recreation, and Scenic Byways/Drives","1","Glacial Lakes","Watertown, and Redlin Art Center, and Sioux Falls, and Yankton, and Vermillion, and Great Plains Zoo, and Corn Palace, and Palisades State Park, and Music Museum, and Prehistoric Indian Village, and Lewis and Clark Rec Area, and Falls Park, and Sioux Falls Two, and Other, and 1","Very Good","90, and 20, and 0, and 5, and 0, and 20, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You have never done it and probably never will"
2429,"11/24/2015 11:36:35","11/24/2015 11:44:21",1269101,"1297255279",1,1,2,"OR","97301",820,"Portland, OR","53",43,4,0.19162,"Married",9,2,"Some High School or Less","2) $35,000 but less than $50,000","Female","caucasian/white, latino/hispanic","Montana, and South Dakota, and Wisconsin, and Wyoming","Montana, and Wisconsin, and Wyoming","Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely","January, 1, FRIENDS","","","","","",1,"January","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Called 800 Number to Request Info, and Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV, and Drove via RV",5,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Motorcycling, and Camping and RV, and Fishing, and Rodeos","Motorcycling, and Fishing, and Rodeos, and 0","Black Hills, and Missouri River","Hot Springs, and Sturgis Rally, and Mobridge, and State Capitol","Good","1, and 1, and 1, and 1, and 1, and 0, and 0","Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Every Chance You Get, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
562,"11/20/2015 8:13:26","11/20/2015 8:30:21",1269101,"1299662307",1,1,1,"OR","97206",820,"Portland, OR","40",41,3,0.19162,"Divorced/separated",2,1,"Some College/Technical School","5) $100,000 but less than $150,000","Male","asian","Minnesota, and Montana, and North Dakota, and South Dakota","Minnesota","Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","May, 1, FAMILY","","","","","",1,"May","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet","Flew/airplane, and Sioux Fallls",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Outdoor Recreation","Outdoor Recreation, and 0","","","Very Good","90, and 275, and 0, and 500, and 0, and 150, and 0","You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime"
4252,"11/26/2015 14:14:13","11/26/2015 14:26:47",1269101,"1079194841",1,1,1,"ND","58071",724,"Fargo-Valley City, ND","38",66,2,0.10452,"Married",3,0,"Some College/Technical School","5) $100,000 but less than $150,000","Female","caucasian/white","Iowa, and Minnesota, and North Dakota, and South Dakota","Iowa, and Minnesota, and North Dakota, and South Dakota","Not Likely, and Very Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Not Likely","April, 1, FAMILY","May, 1, FAMILY","July, 1, FAMILY","August, 1, FAMILY","October, 1, FAMILY","December, 1, FAMILY",1,"April","FAMILY","South Dakota Was My Only Destination","","At Least 1 Month In Advance","None of These","Bus or motor coach trip",2,"Spouse/Significant Other, and Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort","Casinos","Casinos, and 0","Glacial Lakes","Other, and Flanderu, and 0","Very Good","20, and 0, and 200, and 0, and 0, and 20, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You have never done it and probably never will"
3642,"11/24/2015 17:14:04","11/24/2015 17:17:42",1269101,"1306775035",1,1,2,"ND","58240",724,"Fargo-Valley City, ND","38",39,1,0.10452,"Single/never married",4,NA,"Some College/Technical School","3) $50,000 but less than $75,000","Female","caucasian/white","Montana, and North Dakota, and South Dakota, and Wisconsin, and Wyoming","Montana, and North Dakota, and South Dakota","Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","March, 1, FRIENDS","May, 8, FAMILY","","","","",1,"March","FRIENDS","I was ultimately headed somewhere else but included a visit to South Dakota","Alabama, and Arizona, and Colorado, and Connecticut, and Florida, and Georgia, and New Mexico, and Nevada, and New York, and Vermont, and Washington","At Least 1 Month In Advance","Used Internet, and Contacted Individual Attraction or Event to Request Information, and Used Social Media Such as Facebook or Pinterest","Motorcycle",2,"Other Family","RV park/Campground, and With Friends or Family","Camping and RV, and Hunting, and Water Recreation, and Rodeos","Hunting, and 0","Black Hills, and Glacial Lakes","Rapid City, and Hot Springs, and Deadwood, and Mount Rushmore, and Fort Sisseton, and Laura Ingalls Wilder, and Story Book Land, and 0","Good","0, and 0, and 0, and 0, and 0, and 0, and 0","Often, and Often, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime"
